,epoch,daz,cc_azi,cc_range,daz_iono,daz_SET,drg_iono_mm,dTECS,drg_SET_mm
144,2018-12-21,0.000308098,0.00085,0.02652,,0.0004578962602879504,-1.941269531443343,-1406967241520512.0,-98.95128612802989
145,2019-07-25,-0.00156157,0.00645,-0.07131,,-0.0006346550223256466,-8.73089600446294,-6327861468195200.0,111.04516977789756
146,2019-07-31,-0.0239496,0.02694,0.09784,,-0.0013930787661173203,49.2588821822646,3.5701190618716224e+16,-120.73504825123014
147,2019-08-06,-0.00316861,0.00541,-0.05706,,0.00018934780603655836,-19.239444615594156,-1.394410610208416e+16,114.79313946028265
148,2019-08-18,-0.00168261,0.00757,-0.02365,,0.000580883820397464,-13.207665286858553,-9572474143640032.0,-55.179710676918404
149,2019-08-24,-0.0226769,0.02701,0.01397,,-0.0018180640420890578,31.89221072078516,2.311440787434189e+16,104.67944238439411
150,2019-08-30,-0.000515222,0.00272,0.05293,,-0.0006761216012957092,67.59603207509068,4.899134367792352e+16,-140.05592471091276
151,2019-09-05,-0.0170943,0.018,0.0039,,-0.0012991351912684454,82.72943761277706,5.995952995978362e+16,105.1482939357618
152,2019-09-11,-0.00098498,0.00837,0.0028,,-0.001654916658203113,215.5827687247822,1.562471818153675e+17,-56.518042804640736
153,2019-09-17,-0.0206982,0.02393,0.05897,,0.00012720125388872115,41.59780637556041,3.0148699055721376e+16,-52.211002826374276
154,2019-09-23,0.00159982,-0.00152,-0.07039,,-0.002566670226746173,57.877727617869056,4.19478415815055e+16,93.36663608808118
155,2019-09-29,-0.0198264,0.01746,0.09259,,-0.00016926422639450684,34.09648770570339,2.4711994123332096e+16,-139.77274715602982
156,2019-10-05,0.00215109,-0.00035,0.01736,,-0.0019015016890523533,149.96260951259666,1.086878847164937e+17,88.32854502474308
157,2019-10-11,-0.0183632,0.01808,0.13369,,-0.0011084351608573195,50.87413161157839,3.687186939212669e+16,-62.480429107022815
158,2019-10-23,-0.015106,0.01254,0.03925,,-0.002390737224018308,61.452141765787495,4.453845742968685e+16,86.0586301422196
159,2019-10-29,0.000399927,-0.00463,0.03316,,-3.941309957468516e-05,-6.871812096187519,-4980459618109664.0,-126.51715051233639
160,2019-11-04,-0.0165178,0.01543,0.07578,,-0.0017076338131510516,73.26966180134734,5.310340078079526e+16,86.45219834316687
